GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,535,535.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,836,836.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,351,351.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,485,485.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,754,754.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,317,317.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,437,437.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,678,678.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,286,286.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,392,392.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,612,612.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,259,259.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,353,353.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,556,556.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,236,236.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,320,320.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,511,511.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,217,217.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,294,294.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,475,475.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,203,203.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,272,272.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,447,447.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,191,191.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,256,256.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,425,425.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,182,182.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,243,243.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,406,406.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,175,175.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,231,231.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,388,388.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,167,167.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,221,221.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,369,369.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,160,160.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,209,209.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,349,349.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,152,152.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,197,197.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,327,327.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,143,143.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,184,184.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,306,306.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,134,134.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,172,172.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,286,286.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,126,126.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,160,160.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,269,269.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,119,119.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,150,150.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,255,255.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,113,113.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,142,142.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,244,244.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,108,108.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,136,136.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,234,234.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,104,104.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,130,130.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,226,226.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,101,101.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,125,125.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,218,218.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,97,97.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,121,121.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,209,209.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,93,93.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,116,116.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,201,201.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,89,89.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,112,112.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,192,192.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,86,86.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,106,106.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,184,184.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,82,82.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,102,102.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,177,177.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,79,79.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,98,98.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,170,170.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,76,76.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,94,94.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,164,164.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,73,73.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,91,91.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,159,159.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,70,70.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,89,89.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,153,153.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,HRV,Croatia,,FMLE,Female,,68,68.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,,,HRV,Croatia,,MLE,Male,,85,85.00000,,,,,
CM_02,Number of infant deaths (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,,,HRV,Croatia,,BTSX,Both sexes,,147,147.00000,,,,,
